,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
346,Acer,Aspire 5 15 A515-58M Gaming Laptop,56990,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX2050,15.6,1920,1080,Windows 11 OS,1
347,Walker,NU14A1 Laptop,16990,,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,128GB,SSD,Intel Integrated UHD Graphics,14.1,1920,1080,Windows 11 OS,1
349,Acer,Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop,54990,63.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14,2880,1800,Windows 11 OS,1
350,Dell,Inspiron 14 5430 2023 Laptop,67000,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
351,Lenovo,ThinkBook 15 21JF002CIN Laptop,34499,,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,DOS OS,1
353,HP,Pavilion Plus ‎14-eh1047TU Laptop,107763,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,2880,1800,Windows 11 OS,1
354,Dell,Inspiron 7430 2 in 1 Laptop,61490,,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,1TB,SSD,Intel UHD Graphics,14,1920,1200,Windows 11 OS,1
355,HP,Pavilion Plus 14-eh1022TU Laptop,80490,69.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,2240,1400,Windows 11 OS,1
356,Lenovo,Ideapad Gaming 3 82SB00NXIN Laptop,57990,69.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
357,MSI,Modern 14 C11M-029IN Laptop,39990,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,1920,1080,Windows 11 OS,1
358,Lenovo,Ideapad Flex 5i 14IAU7 82R70067IN Laptop,53990,64.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR4,512GB,SSD,Intel Integrated UHD,14,1920,1080,Windows 11 OS,1
359,Dell,Inspiron 3535 Laptop,44500,,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
360,HP,14-hr0000AU Laptop,48999,60.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
361,HP,Envy 15-fe0032TU Laptop,116990,70.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris X Graphics,15.6,1920,1080,Windows 11 OS,1
362,Acer,Aspire 3 NX.KDESI.008 Laptop,30990,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,DDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
363,Lenovo,IdeaPad Slim 3 82XQ008EIN Laptop,33790,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M Graphics,15.6,1920,1080,Windows 11 OS,1
364,MSI,Thin GF63 11UCX-1476IN Gaming Laptop,51990,72.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050 ,15.6,1920,1080,Windows 11 OS,2
365,Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,45990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
366,MSI,Thin GF63 11UC-1475IN Gaming Laptop,51990,70.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 ,15.6,1920,1080,Windows 11 OS,2
367,Lenovo,V15 G3 IAP 82TTA00UIH Laptop,34099,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,DOS OS,1
368,HP,Pavilion 15-EH3101AU Laptop,65600,66.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 8 Graphics,15.6,1920,1080,Windows 11 OS,1
369,Lenovo,V15 G4 82YU00W6IN Laptop,27990,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,DOS OS,1
370,Lenovo,V14 G3 IAP Laptop,46990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,1920,1080,Windows 11 OS,1
371,Dell,‎G16-7630 2023 Gaming Laptop,161590,78.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,1
372,Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,98990,,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
374,Lenovo,Legion 5 Pro 2023 Gaming Laptop,172990,79.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090,16,2560,1600,Windows 11 OS,1
375,Acer,One 14 Z8-415UN.599SI.009 Laptop,25990,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
376,HP,Victus 15-fb0136AX Gaming Laptop,61990,66.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
377,Asus,Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop,76990,64.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,LPDDR4X,1TB,SSD,AMD Radeon AMD,14,2880,1800,Windows 11 OS,1
378,Dell,G15-5530 Gaming Laptop,126790,73.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
379,Asus,ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop,209990,73.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,13.4,2560,1600,Windows 11 OS,1
380,Asus,ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop,209990,79.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,16,2560,1600,Windows 11 OS,1
381,Asus,ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop,142990,78.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,1
382,Asus,Vivobook Pro 15 OLED K6502VU-MA951WS Laptop,156990,84.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,2880,1620,Windows 11 OS,1
383,Asus,Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop,93980,70.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA Geforce RTX 3050,14,2880,1800,Windows 11 OS,1
384,Asus,TUF Gaming F17 FX706HF-HX018W Laptop,53990,64.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,17.3,1920,1080,Windows 11 OS,1
385,HP,15s-fy5002TU Laptop,51990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Integrated,15.6,1920,1080,Windows 11 OS,1
386,Asus,VivoBook 15 X515EA-EJ342WS Laptop,35990,,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
387,HP,15s-fy5003TU Laptop,37990,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
388,HP,15-fc0030AU Laptop,46490,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
389,HP,15-eg3036TU Laptop,90490,69.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Integrated,15.6,1920,1080,Windows 11 OS,1
390,HP,Victus 15-fb0122AX Gaming Laptop,55990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1
391,Asus,Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop,159990,88.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16,3200,2000,Windows 11 OS,1
392,HP,15-fd0011TU Laptop,57990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Integrated,15.6,1920,1080,Windows 11 OS,1
393,Acer,Predator Helios Neo 16 NH.QLTSI.002 Laptop,104990,66.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB,LPDDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16,2560,1600,Windows 11 OS,1
394,Acer,Predator Helios Neo 16 NH.QLTSI.001 Laptop,99990,70.0,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,1
395,MSI,Cyborg 15 A12UCX-264IN Gaming Laptop,80500,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,4GB Nvidia GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,2
396,Dell,Vostro 3425 Laptop,37990,,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
397,HP,15-fc0026AU Laptop,34250,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
398,HP,Victus 15-fa1066TX Gaming Laptop,109990,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
399,HP,15s-fq2738TU Laptop,33990,,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,1366,768,Windows 11 OS,1
400,Asus,Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop,79990,64.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Intel Iris Xe Graphics,13.3,2880,1800,Windows 11 OS,1
401,Asus,Vivobook 15 2023 X1502VA-NJ541WS Laptop,64990,62.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Integrated Intel iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
402,Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,109990,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,Intel Integrated Iris Xe,15.6,2880,1620,Windows 11 OS,1
403,MSI,Bravo 15 B5ED-035IN Gaming Laptop,62990,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB AMD Radeon RX6500M,15.6,1920,1080,Windows 11 OS,1
404,Huawei,MateBook D14 2023 Laptop,58999,65.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR4X,512GB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
405,MSI,Titan GT77 HX 13VH-093IN Gaming Laptop,420000,,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64GB,DDR5,2TB,SSD,12GB NVIDIA GeForce RTX 4080,17.3,3840,2160,Windows 11 OS,2
407,Lenovo,E41-55 Laptop,23990,,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
408,HP,15-fc0028AU Laptop,42999,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
409,HP,15s-eq2223AU Laptop,38861,,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
410,Lenovo,V15 G3 82TTA00VIH Laptop,33590,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
411,HP,Chromebook 15a-na0012TU Laptop,15990,,Intel Celeron  N4500,"Dual Core, 2 Threads",4GB,LPDDR4x,128GB,Hard-Disk,Intel Integrated UHD Graphics,15.6,1366,768,Chrome OS,1
412,Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,33980,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
413,Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,78400,71.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
414,Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,79990,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
415,Acer,Aspire 5 UN.K3JSI.004 Laptop,47990,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",12GB,DDR4,512GB,SSD,Intel Iris Xe Graphic,15.6,1920,1080,Windows 11 OS,1
416,Asus,Vivobook Pro 15 M6500QC-HN542WS Laptop,74990,68.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
417,MSI,Modern 15 B13M-291IN Laptop,45889,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1
418,Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,90990,70.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon AMD,14,2880,1800,Windows 11 OS,1
419,Asus,Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop,50990,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
420,Samsung,Galaxy Book 3 NP750XFG-KA2IN Laptop,74990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
421,Infinix,INBook Y1 Plus XL28 Laptop,25990,,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
422,Samsung,Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop,133990,68.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,1TB,SSD,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,1
423,Samsung,Galaxy Book 3 Pro NP960XFG-KC2IN Laptop,165990,73.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
424,Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop,163990,80.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,512GB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
425,Samsung,Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop,109990,66.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,1
426,Samsung,Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop,139990,71.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,1
427,Samsung,Galaxy Book 3 360 13 NP730QFG-KA1IN Laptop,109990,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,1
428,Samsung,Galaxy Book 3 Pro NP960XFG-KC1IN Laptop,149990,72.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
429,Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,179990,81.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,1TB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
430,Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop,155990,74.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
431,Samsung,Galaxy Book 3 Ultra Laptop,229900,78.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5,512GB,SSD,NVIDIA GeForce RTX 4070,16,2880,1800,Windows 11 OS,1
432,Lenovo,V15 ‎82C70005UK Laptop,35990,61.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
433,HP,15s-fq2717TU Laptop,37990,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
434,Infinix,Zero Book Ultra Laptop,80990,70.0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5,1TB,SSD,,15.6,1920,1080,Windows 11 OS,1
435,HP,14s-dq2649TU Laptop,34999,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,1920,1080,Windows 11 OS,1
436,Apple,MacBook Pro 14 inch Laptop,290990,61.0,Apple M2 Max M2 Max,12 Cores,32GB,Unified,1TB,SSD,30-core GPU,14.2,3024,1964,Mac OS,1
437,Apple,MacBook Pro 14 inch Laptop,234990,,Apple M2 Pro M2 Pro,12 Cores,16GB,Unified,1TB,SSD,19-core GPU,14.2,3024,1964,Mac OS,1
438,HP,Pavilion Plus 14-eh0037TU Laptop,82799,70.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,2880,1800,Windows 11 OS,1
439,Dell,Vostro 3425 D552308WIN9B Laptop,31790,60.0,5th Gen AMD Ryzen 3  5425U,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
441,Lenovo,IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop,60990,67.0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
445,MSI,Thin GF63 12VF-268IN Laptop,86990,77.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,1TB,Hard-Disk,8GB NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,1
446,Dell,Vostro 3420 Laptop,52990,63.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Graphics,14,1920,1080,Windows 11 OS,1
447,Dell,Vostro 3425 Laptop,38990,,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
448,Asus,Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop,52558,60.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
449,Asus,VivoBook 14 X1400EA-EK322WS Notebook,31990,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Intel UHD,14,1920,1080,Windows 11 OS,1
450,HP,15-fc0026AU Laptop,34499,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
452,Asus,Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop,94490,75.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,1
453,HP,15s-fq2738TU Laptop,33800,,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,1366,768,Windows 11 OS,1
454,Samsung,Galaxy Book 3  NP750XFG-KB2IN Laptop,74390,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
455,Asus,Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop,104490,71.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD, Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,1
457,Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,105739,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,Intel Integrated Iris Xe,15.6,2880,1620,Windows 11 OS,1
463,Lenovo,Thinkpad E15 21E6S05A00 Laptop,45500,66.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
464,Asus,Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop,50760,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
465,Asus,Vivobook Go 14 2023 E1404FA-NK542WS Laptop,49990,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
466,Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,33199,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
467,Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,70990,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
468,Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,64990,71.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
469,Asus,Vivobook 16 2023 M1605YA-MB541WS Laptop,59990,64.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,16,1920,1200,Windows 11 OS,1
470,Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,88990,70.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon AMD,14,2880,1800,Windows 11 OS,1
471,Asus,Vivobook Go 15 2023 E1504FA-NJ522WS Laptop,44990,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
472,HP,Pavilion Aero 13-be2047AU Laptop,77990,69.0,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",16GB,LPDDR5,1TB,SSD,AMD Radeon AMD,13.3,1920,1200,Windows 11 OS,1
